12	43	1	24	33	29	22	38	3	15	25	21	48	4	20	16	25	35	21	13	
35	7	35	12	44	27	2	35	31	26	14	28	13	43	18	13	38	2	46	36	
26	31	24	19	10	17	13	1	37	34	43	3	49	47	20	13	23	32	40	29	
6	15	14	22	20	18	31	47	28	21	11	12	22	15	27	50	32	32	13	11	
39	42	24	27	28	37	42	19	16	22	5	25	14	48	27	17	3	45	42	7	
44	32	32	35	17	46	43	15	15	46	40	27	36	31	4	28	10	15	12	45	
46	37	2	35	4	16	41	31	5	8	42	36	24	15	29	40	11	35	16	41	
43	23	44	33	47	41	4	11	47	21	6	2	10	7	47	48	41	37	3	17	
1	35	7	13	49	16	38	8	6	22	44	42	25	25	12	23	50	44	37	50	
20	7	38	21	37	22	38	25	29	49	11	42	7	42	31	29	47	48	33	41	
18	19	43	26	32	12	22	14	35	26	16	46	18	10	41	25	16	40	44	35	
23	38	1	7	20	35	29	44	39	37	7	48	11	31	50	8	14	46	31	48	
5	23	8	40	9	12	39	12	31	19	37	37	36	38	42	9	15	49	5	44	
8	24	43	30	23	46	23	8	32	1	41	20	23	21	50	31	44	1	36	37	
42	45	7	30	24	49	44	15	26	33	13	40	16	2	39	12	6	37	38	37	
23	21	34	6	29	20	15	40	28	41	27	42	26	9	33	7	8	5	15	20	
35	7	10	34	50	13	49	11	38	26	24	18	39	27	15	34	12	21	12	46	
On machine	3
31	30	40	14	48	13	14	16	21	35	22	4	1	2	41	15	13	11	47	47	
10	14	48	6	43	43	8	8	35	4	38	4	38	32	8	15	40	8	35	10	
35	39	47	26	25	50	22	34	15	35	41	1	9	21	12	22	24	23	39	38	
7	17	25	24	38	27	37	24	43	49	45	36	8	11	9	1	26	29	19	28	
49	40	26	9	14	13	22	24	32	5	21	43	14	22	9	7	3	12	45	20	
8	17	25	13	37	47	18	32	11	21	20	28	48	28	37	16	17	24	37	7	
31	25	22	48	40	17	30	12	16	11	27	31	17	11	48	36	49	41	14	50	
50	36	13	5	10	36	42	42	4	20	1	13	14	17	44	2	28	29	27	38	
4	3	11	46	47	15	27	22	33	35	10	24	11	3	10	38	7	14	29	10	
24	32	16	37	14	49	26	47	17	49	13	42	23	46	12	45	49	24	31	46	
21	37	42	15	21	12	25	11	12	28	5	39	18	6	30	1	30	5	12	10	
6	39	4	3	39	33	50	31	5	34	46	23	27	8	26	22	35	38	41	31	
20	10	36	50	8	37	48	14	36	18	47	32	39	4	34	44	47	34	11	32	
27	8	44	12	5	50	33	4	3	10	9	35	24	26	32	10	11	6	45	29	
38	48	12	24	41	4	23	42	22	8	4	15	36	40	1	41	8	20	42	13	
38	28	36	28	29	22	48	39	36	19	17	3	50	46	12	39	42	9	31	18	
29	41	7	7	13	39	46	47	28	41	47	50	13	18	14	41	15	28	18	14	
37	22	42	5	12	39	15	19	43	7	31	30	16	20	50	37	21	15	29	11	
25	31	12	16	46	16	7	45	44	5	35	8	17	3	6	41	50	3	16	31	
29	4	42	45	23	15	50	30	15	43	36	14	2	10	7	46	32	26	28	37	
On machine	4
3	45	11	28	35	40	12	40	12	2	6	33	6	34	10	38	20	27	47	18	
45	9	1	3	19	29	18	35	30	17	46	18	41	9	6	26	49	4	16	7	
40	27	3	24	3	50	25	6	35	6	43	36	41	38	22	25	5	37	36	2	
8	22	2	2	4	6	39	10	26	49	28	5	26	50	23	10	26	34	40	22	
28	4	3	46	42	18	8	7	25	34	38	40	47	9	34	36	49	9	12	46	
29	28	29	37	19	48	19	18	48	21	19	49	21	49	3	1	33	2	4	27	
31	19	24	49	23	43	4	46	23	7	1	38	48	15	16	46	30	9	17	39	
30	42	4	40	8	7	28	11	44	26	15	26	32	22	42	18	39	40	44	48	
24	40	11	17	35	41	11	15	18	38	9	31	50	11	30	39	1	25	14	25	
18	8	27	49	13	21	14	46	8	12	4	13	43	43	41	21	5	42	18	35	
49	21	24	45	13	42	31	31	6	30	49	34	22	30	30	31	25	14	27	38	
10	39	37	24	47	21	23	9	15	19	31	5	3	46	49	41	48	46	30	8	
1	50	26	4	36	28	35	19	26	25	26	41	30	34	4	15	32	26	9	49	
36	2	26	33	39	31	1	34	33	34	21	2	18	12	25	40	39	31	6	28	
6	48	25	22	35	21	26	33	40	9	21	5	30	6	3	28	24	10	36	50	
9	34	12	36	42	42	9	2	48	4	25	17	16	43	22	26	1	45	38	28	
24	2	1	5	44	27	14	47	9	34	46	50	5	3	36	9	42	14	14	13	
47	25	13	36	15	33	3	5	2	14	2	43	49	21	10	23	45	30	29	15	
48	31	13	23	17	17	11	7	12	50	28	49	28	9	26	40	46	40	5	32	
22	19	42	12	6	16	13	42	35	23	40	19	50	2	49	14	3	16	8	42	
On machine	5
43	24	26	29	46	46	5	9	5	5	24	39	5	48	10	24	34	31	44	15	
39	18	7	50	24	10	7	42	44	22	37	33	34	40	20	10	2	16	16	16	
42	31	36	17	7	25	1	12	29	31	25	5	13	41	28	7	2	49	45	50	
39	7	4	8	17	19	38	41	39	9	39	21	47	6	40	46	48	20	26	45	
19	8	30	32	40	50	39	15	1	15	1	23	43	7	26	14	31	13	49	31	
46	15	43	25	18	30	35	13	4	21	35	4	43	41	2	5	49	17	41	22	
7	35	37	3	25	26	19	46	12	39	9	24	39	11	50	23	7	24	47	47	
3	45	28	25	16	39	38	43	46	18	7	13	44	16	34	17	31	14	21	31	
7	34	4	25	50	49	18	15	19	35	46	48	46	10	44	17	50	10	22	17	
31	22	48	20	5	34	46	42	19	8	20	12	43	26	47	30	16	2	8	6	
43	47	11	27	30	15	43	14	18	28	8	30	3	35	10	43	6	14	39	39	
28	38	25	14	36	35	16	40	24	39	20	12	8	25	40	14	30	12	49	44	
19	15	34	2	49	41	11	27	7	26	6	11	3	37	1	28	21	40	44	49	
20	30	4	38	40	33	1	38	34	14	30	18	17	45	44	46	24	10	50	21	
32	10	40	3	2	2	30	14	23	18	37	40	45	27	45	30	12	1	28	27	
38	35	35	13	1	37	33	34	39	44	37	19	34	36	39	16	50	13	30	5	
46	1	13	38	18	28	20	25	36	21	28	2	37	21	1	21	40	44	18	25	
4	23	10	16	24	40	17	44	42	32	41	9	41	48	17	39	3	17	23	50	
43	23	13	44	36	1	18	32	14	2	17	7	5	49	50	36	10	6	29	16	
40	4	38	28	48	3	27	50	27	10	48	4	18	49	11	22	50	15	48	25	
On machine	6
31	46	36	35	41	2	4	42	15	38	31	25	15	39	48	33	44	26	8	33	
9	19	15	48	29	25	4	47	22	10	21	16	10	42	32	46	3	45	26	38	
30	16	49	34	34	28	37	7	42	39	12	9	13	25	8	30	5	8	46	19	
8	10	16	48	32	22	35	11	31	6	2	1	19	22	11	48	41	29	39	34	
38	16	11	20	2	6	49	7	50	4	26	13	26	22	9	21	40	34	9	29	
38	48	8	34	49	41	32	28	24	1	10	28	39	47	46	19	12	40	2	7	
33	2	35	27	21	18	50	11	21	25	5	38	19	48	20	27	20	31	49	27	
38	14	23	42	13	20	27	29	10	1	42	19	17	7	18	19	16	6	18	45	
23	41	11	33	47	30	3	15	25	24	50	4	8	24	22	34	39	3	2	19	
23	17	2	23	8	5	25	18	11	4	40	48	22	25	16	33	4	22	6	36	
1	46	43	28	9	1	5	39	8	3	6	42	41	12	35	18	9	48	22	45	
37	34	18	46	9	7	50	49	34	27	35	39	32	43	24	39	43	16	37	13	
23	50	43	47	13	24	47	15	17	23	30	28	34	47	50	27	15	44	9	29	
12	38	28	28	45	38	4	34	25	1	39	24	12	48	1	40	19	28	43	30	
22	43	43	19	41	45	9	18	50	28	26	3	5	7	12	48	11	6	2	38	
26	41	35	24	35	27	41	44	16	42	21	38	11	26	3	11	49	43	21	37	
7	35	3	15	26	41	35	20	16	23	24	28	2	20	17	27	14	5	11	17	
39	5	11	3	33	21	7	35	6	9	12	7	33	35	16	5	47	8	45	1	
38	10	42	9	50	37	48	4	43	44	24	15	50	20	14	46	12	8	39	19	
29	40	48	45	8	18	6	4	6	44	11	28	16	5	34	24	12	20	44	30	
